target_subject,seed,n_candidates,threshold_percentile,artifact_threshold,reject_rate,clean_reject_rate,bad_artifact_reject_rate,bad_content_reject_rate,bad_physio_reject_rate,rejected_clean_fraction,rejected_bad_artifact_fraction,kept_bad_artifact_rate,mean_content_rejected,mean_content_kept,delta_macro_f1_softar_vs_softweight,delta_bacc_softar_vs_softweight,delta_ece_softar_vs_softweight,delta_macro_f1_softar_vs_naive,delta_macro_f1_softar_vs_artifactreject
100,20,50,70.0,289.5047180175781,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7727891186873118,0.3830903810581991,0.0,0.0,-0.03385622570147884,-0.04320625610948203,0.0
100,21,50,70.0,272.90586547851564,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6816326538721721,0.4221574374075447,0.042117022762183876,0.038461538461538436,-0.0024332782396902786,0.042117022762183876,0.0
100,22,50,70.0,297.3299835205078,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7061224525173505,0.4116618094167539,-0.03783068783068777,-0.03846153846153855,-0.01104231064136213,0.0023099561330446328,-0.03783068783068777
100,23,50,70.0,291.6332977294922,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6326530675093333,0.4431486887059041,0.0,0.0,-0.006059089532265305,0.03817663817663808,0.03817663817663808
100,24,50,70.0,284.69170837402345,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6911564658085505,0.41807580372052533,0.0,0.0,0.0012919742327470174,0.0,0.0
101,20,50,70.0,289.38564453124997,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7047619099418322,0.41224489909197604,-0.028665028665028625,-0.02941176470588236,0.0044144238744463354,-0.028665028665028625,-0.028665028665028625
101,21,50,70.0,270.6940612792969,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6857142890493075,0.42040816518877233,0.028524743230625593,0.02941176470588236,-0.009978891270501292,0.0,0.0
101,22,50,70.0,296.67572937011715,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.710204087694486,0.40991253719798154,0.0,0.0,-0.001007441111973359,0.0,0.0
101,23,50,70.0,290.32691650390626,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6421768747270107,0.43906705704118526,0.0,0.0,-0.0008241057395935031,0.0,0.0
101,24,50,70.0,283.59252319335934,0.3,0.25,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7006802787383397,0.41399416960775853,0.0,0.0,-0.008900465284075065,0.0,0.0
