aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1
gaussian_noise_000_00,0,gaussian_noise,1,0.9999648332595825,0.08159959316253662,-0.0,0.9491525292396545,0.694915235042572,0.8135592937469482,0.016949152573943138,4.247799873352051,10.535624504089355,2.2421176433563232,124.73884582519531,2.1101694107055664,0,0.9728813767433167,0.0
time_shift_000_01,0,time_shift,1,0.9961970448493958,0.08041125535964966,-0.0,0.4406779706478119,0.7118644118309021,0.9661017060279846,0.1355932205915451,3.1943342685699463,0.0,1.9009474983705532e-12,124.67198944091797,1.7627118825912476,1,0.891525387763977,0.891525387763977
time_crop_000_02,0,time_crop,1,0.9999376535415649,0.08253812789916992,-0.0,0.8813559412956238,0.8474576473236084,0.4406779706478119,0.10169491171836853,3.394879102706909,90.07804870605469,1.5965747833251953,116.95176696777344,1.7457627058029175,1,0.8644067645072937,0.8644067645072937
frequency_mask_000_03,0,frequency_mask,1,0.9990314841270447,0.07810789346694946,-0.0,0.47457626461982727,0.6271186470985413,0.22033898532390594,0.20338982343673706,2.997851848602295,264.49609375,2.178849220275879,134.8125457763672,1.008474588394165,1,0.43050849437713623,0.43050849437713623
channel_dropout_000_04,0,channel_dropout,1,0.9997366666793823,0.08440029621124268,-0.0,0.7118644118309021,0.16949152946472168,0.11864406615495682,0.18644067645072937,3.072073459625244,564.2807006835938,15.537596702575684,204.91236877441406,0.9152542352676392,1,0.3627118468284607,0.3627118468284607
mild_frequency_mixup_000_05,0,mild_frequency_mixup,1,0.9998346567153931,0.08039683103561401,-0.0,0.6779661178588867,0.7627118825912476,0.32203391194343567,0.16949152946472168,3.077411651611328,129.2289581298828,1.007663369178772,123.53466033935547,1.3813560009002686,1,0.701694905757904,0.701694905757904
gaussian_noise_001_00,1,gaussian_noise,1,0.9999151825904846,0.015809178352355957,-0.27936244010925293,0.32203391194343567,0.8305084705352783,0.7457627058029175,0.2881355881690979,1.7810488939285278,11.729231834411621,2.4075841903686523,117.06455993652344,1.48305082321167,1,0.7423728704452515,0.7423728704452515
time_shift_001_01,1,time_shift,1,0.992553174495697,0.03859180212020874,-3.450047731399536,0.033898305147886276,0.8135592937469482,0.9491525292396545,0.7796609997749329,0.6699127554893494,0.0,1.9382178154114804e-12,117.47692108154297,1.389830470085144,1,0.7152542471885681,0.7152542471885681
time_crop_001_02,1,time_crop,1,0.9998565912246704,0.009997785091400146,-0.1357356160879135,0.2542372941970825,0.7457627058029175,0.38983049988746643,0.4576271176338196,0.9758192896842957,110.11837005615234,1.601464867591858,123.80858612060547,1.01694917678833,1,0.4440677762031555,0.4440677762031555
frequency_mask_001_03,1,frequency_mask,1,0.9996673464775085,0.019270360469818115,-0.2072228342294693,0.1355932205915451,0.7966101765632629,0.5932203531265259,0.8474576473236084,0.6206341981887817,32.04679489135742,1.0023211240768433,118.22119903564453,1.127118706703186,1,0.5389830470085144,0.5389830470085144
