aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1,artifact_robust_z,extreme_artifact_outlier,content_score_v1_2,e_base_v1_2,e_total_v1_2,softsafe_weight_v1_2,content_score_v1_3,content_utility_weight_v1_3,nonfinite_content_v1_3,raw_ce_loss,aug_correctness
gaussian_noise_000_00,0,gaussian_noise,1,0.9998683333396912,-0.021581590175628662,-8.590016659582034e-05,0.6101694703102112,0.7118644118309021,0.7966101765632629,0.2881355881690979,1.6558698415756226,10.519290924072266,2.5352325439453125,140.95912170410156,1.7627118825912476,1,0.9186440706253052,0.9186440706253052,0.5028705596923828,0,0.7627118825912476,2.26440691947937,1.4584314823150635,0.8474576473236084,0.7627118825912476,1.1313560009002686,0,9.915482521057129,0
time_shift_000_01,0,time_shift,1,0.9950952529907227,3.927946090698242e-05,-0.012472255155444145,0.18644067645072937,0.7288135886192322,0.9830508232116699,0.8644067645072937,0.5562684535980225,0.0,2.5919407679181328e-12,140.6261444091797,1.5338983535766602,1,0.810169517993927,0.810169517993927,-1.0950767993927002,0,0.2881355881690979,1.8966102600097656,1.76802659034729,0.9576271176338196,0.2881355881690979,0.8940677642822266,0,4.321185111999512,0
time_crop_000_02,0,time_crop,1,0.9997866749763489,-0.013086557388305664,-0.00023436095216311514,0.5932203531265259,0.5593220591545105,0.33898305892944336,0.6440678238868713,0.7204009294509888,148.38587951660156,1.8221135139465332,144.96327209472656,1.2118644714355469,1,0.498305082321167,0.498305082321167,-0.8565585613250732,0,0.7288135886192322,1.727118730545044,1.4197500944137573,0.8220338821411133,0.7288135886192322,1.1144068241119385,0,7.3844733238220215,0
frequency_mask_000_03,0,frequency_mask,1,0.9959715008735657,-0.0385357141494751,-0.0009531136602163315,0.1525423675775528,0.4576271176338196,0.23728813230991364,0.9322034120559692,0.5133368372917175,224.97598266601562,2.3162827491760254,155.1058807373047,0.6186440587043762,1,0.29491525888442993,0.29491525888442993,-1.1574653387069702,0,0.1355932205915451,0.9169491529464722,0.8858661651611328,0.6016949415206909,0.1355932205915451,0.8177965879440308,0,15.396648406982422,0
channel_dropout_000_04,0,channel_dropout,1,0.9998158812522888,-0.01640397310256958,3.69702775060432e-08,0.8135592937469482,0.18644067645072937,0.033898305147886276,0.9152542352676392,0.5296439528465271,619.4439697265625,15.274054527282715,219.1767120361328,0.9406779408454895,1,0.3627118468284607,0.3627118468284607,-1.1337677240371704,0,0.694915235042572,1.2932204008102417,1.2384228706359863,0.7457627058029175,0.694915235042572,1.0974576473236084,0,8.679126739501953,0
mild_frequency_mixup_000_05,0,mild_frequency_mixup,1,0.9998395442962646,-0.015367984771728516,-5.143837188370526e-05,0.6271186470985413,0.6101694703102112,0.4576271176338196,0.9491525292396545,0.4907868802547455,95.22386932373047,1.3708144426345825,142.48907470703125,1.389830470085144,1,0.68813556432724,0.68813556432724,-1.1902350187301636,0,0.7457627058029175,1.8779661655426025,1.830221176147461,0.9830508232116699,0.7457627058029175,1.1228814125061035,0,8.002196311950684,0
gaussian_noise_001_00,1,gaussian_noise,1,0.9999175071716309,0.07524973154067993,-2.6211591830360703e-06,0.9152542352676392,0.508474588394165,0.7796609997749329,0.10169491171836853,2.772179126739502,10.22885799407959,2.9360954761505127,145.93983459472656,1.9491525888442993,1,0.9593220353126526,0.9593220353126526,2.1250979900360107,0,0.9491525292396545,2.6271185874938965,1.4471416473388672,0.8389830589294434,0.9491525292396545,1.2245762348175049,0,8.940736734075472e-06,1
time_shift_001_01,1,time_shift,1,0.9882888197898865,0.04568833112716675,-0.0012442191364243627,0.20338982343673706,0.5254237055778503,1.0,0.32203391194343567,1.6184724569320679,0.0,2.504647747883504e-12,145.81590270996094,1.4661017656326294,1,0.7694915533065796,0.7694915533065796,0.44852444529533386,0,0.2711864411830902,1.8355932235717773,1.2133581638336182,0.7118644118309021,0.2711864411830902,0.8855932354927063,0,0.0013330519432201982,1
time_crop_001_02,1,time_crop,1,0.9998936653137207,0.07388186454772949,-8.756410352361854e-07,0.8644067645072937,0.4406779706478119,0.22033898532390594,0.16949152946472168,2.510871410369873,226.1092071533203,1.7944129705429077,159.05654907226562,1.3050847053527832,1,0.6067796945571899,0.6067796945571899,1.7453640699386597,0,0.8813559412956238,1.9288134574890137,1.1278655529022217,0.6779661178588867,0.8813559412956238,1.1906780004501343,0,1.156336747953901e-05,1
frequency_mask_001_03,1,frequency_mask,1,0.9998707175254822,0.07405316829681396,-8.9363652477914e-08,0.8813559412956238,0.5423728823661804,0.5932203531265259,0.37288135290145874,1.4696414470672607,19.927413940429688,0.8557811975479126,145.676025390625,1.7457627058029175,1,0.9050847291946411,0.9050847291946411,0.23224233090877533,0,0.8983050584793091,2.3322033882141113,1.6009193658828735,0.9237288236618042,0.8983050584793091,1.1991524696350098,0,1.5139694369281642e-05,1
