aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1,artifact_robust_z,extreme_artifact_outlier,content_score_v1_2,e_base_v1_2,e_total_v1_2,softsafe_weight_v1_2,content_score_v1_3,content_utility_weight_v1_3,nonfinite_content_v1_3,raw_ce_loss,aug_correctness
gaussian_noise_000_00,0,gaussian_noise,0,0.9999538660049438,0.0906187891960144,-0.0,1.0,0.4576271176338196,0.6101694703102112,0.22033898532390594,2.146364688873291,12.95969295501709,1.5376734733581543,186.63201904296875,1.8389829397201538,1,0.9593220353126526,0.9593220353126526,2.8676798343658447,0,0.9830508232116699,2.510169506072998,1.5316288471221924,0.8983050584793091,0.9830508232116699,1.241525411605835,0,-0.0,1
time_shift_000_01,0,time_shift,0,0.9958675503730774,0.11028218269348145,-0.0,0.7457627058029175,0.4406779706478119,0.9322034120559692,0.7457627058029175,0.7460803985595703,0.0,5.395816172343304e-13,187.03211975097656,1.898305058479309,1,0.9864406585693359,0.9864406585693359,-0.7872670888900757,0,0.6271186470985413,2.1661016941070557,1.8907498121261597,0.9576271176338196,0.6271186470985413,1.0635592937469482,0,-0.0,1
time_crop_000_02,0,time_crop,0,0.9997423887252808,0.09587550163269043,-0.0,0.9491525292396545,0.37288135290145874,0.35593220591545105,0.47457626461982727,1.0623224973678589,121.49739074707031,1.6138828992843628,193.0586700439453,1.491525411605835,1,0.7152542471885681,0.7152542471885681,0.03817109018564224,0,0.8983050584793091,2.0610170364379883,1.5195633172988892,0.889830470085144,0.8983050584793091,1.1991524696350098,0,-0.0,1
frequency_mask_000_03,0,frequency_mask,0,0.9996318221092224,0.09510552883148193,-0.0,0.8135592937469482,0.4237288236618042,0.5762711763381958,0.7966101765632629,0.6954299211502075,48.793861389160156,1.4380687475204468,187.2600555419922,1.6016948223114014,1,0.8237287998199463,0.8237287998199463,-0.9194722771644592,0,0.8305084705352783,2.1779661178588867,1.9564779996871948,0.9661017060279846,0.8305084705352783,1.1652542352676392,0,-0.0,1
channel_dropout_000_04,0,channel_dropout,0,0.9995884299278259,0.09818452596664429,-0.0,0.8474576473236084,0.1355932205915451,0.050847455859184265,0.7796609997749329,0.719957709312439,687.1033935546875,16.222267150878906,264.7127685546875,0.9661017060279846,1,0.3627118468284607,0.3627118468284607,-0.8554511070251465,0,0.8135592937469482,1.5491524934768677,1.3784830570220947,0.8474576473236084,0.8135592937469482,1.1567796468734741,0,-0.0,1
mild_frequency_mixup_000_05,0,mild_frequency_mixup,0,0.9998947978019714,0.09309923648834229,-0.0,0.9830508232116699,0.4067796468734741,0.5254237055778503,0.8474576473236084,0.6612510681152344,71.97005462646484,1.105391263961792,188.40203857421875,1.7118644714355469,1,0.9186440706253052,0.9186440706253052,-1.0086840391159058,0,0.9661017060279846,2.3932201862335205,2.210686445236206,0.991525411605835,0.9661017060279846,1.23305082321167,0,-0.0,1
gaussian_noise_001_00,1,gaussian_noise,1,0.9999691247940063,0.0680205225944519,-5.845879513799446e-08,0.9152542352676392,0.47457626461982727,0.6610169410705566,0.1355932205915451,2.655447244644165,11.880223274230957,1.4156978130340576,183.35107421875,1.8135592937469482,1,0.9457627534866333,0.9457627534866333,4.196459770202637,1,0.9322034120559692,2.464406728744507,1.3992817401885986,0.0,0.9322034120559692,1.2161016464233398,0,2.229238634754438e-05,1
time_shift_001_01,1,time_shift,1,0.9962043166160583,0.055355966091156006,-0.00023639717255719006,0.33898305892944336,0.49152541160583496,0.8983050584793091,0.4576271176338196,1.0743788480758667,0.0,9.52819854266318e-13,182.7655029296875,1.48305082321167,1,0.68813556432724,0.68813556432724,0.06963992863893509,0,0.2881355881690979,1.7915253639221191,1.3056879043579102,0.8220338821411133,0.2881355881690979,0.8940677642822266,0,0.0003207244153600186,1
time_crop_001_02,1,time_crop,1,0.9993337392807007,0.07571929693222046,-1.0052672223537229e-05,0.6610169410705566,0.6610169410705566,0.2711864411830902,0.2881355881690979,1.7532209157943726,175.70416259765625,1.6009148359298706,170.46495056152344,1.2627118825912476,1,0.5932203531265259,0.5932203531265259,1.8415170907974243,0,0.6610169410705566,1.605084776878357,1.0337833166122437,0.6610169410705566,0.6610169410705566,1.0805084705352783,0,7.867844033171423e-06,1
frequency_mask_001_03,1,frequency_mask,1,0.9976236820220947,0.058624327182769775,-0.0002449173480272293,0.38983049988746643,0.33898305892944336,0.1355932205915451,0.6101694703102112,0.9021555781364441,558.54931640625,4.043546676635742,209.1656494140625,0.694915235042572,1,0.3220338821411133,0.3220338821411133,-0.37988802790641785,0,0.4067796468734741,1.0677965879440308,0.8596667051315308,0.5932203531265259,0.4067796468734741,0.9533898234367371,0,0.0003299065283499658,1
channel_dropout_001_04,1,channel_dropout,1,0.9976662397384644,0.060195744037628174,-4.2565472540445626e-05,0.508474588394165,0.11864406615495682,0.10169491171836853,0.5423728823661804,1.013495683670044,615.2860107421875,16.11397933959961,266.6647033691406,0.6694915890693665,1,0.3084745705127716,0.3084745705127716,-0.08927404135465622,0,0.4237288236618042,1.001694917678833,0.7724935412406921,0.5593220591545105,0.4237288236618042,0.9618644118309021,0,9.9663928267546e-05,1
mild_frequency_mixup_001_05,1,mild_frequency_mixup,1,0.9997344613075256,0.07139396667480469,-3.690147423185408e-06,0.7627118825912476,0.5254237055778503,0.37288135290145874,0.5762711763381958,0.9368065595626831,110.6481704711914,1.2630552053451538,178.82090759277344,1.398305058479309,1,0.6745762825012207,0.6745762825012207,-0.28944388031959534,0,0.7457627058029175,1.8355932235717773,1.446696400642395,0.8728813529014587,0.7457627058029175,1.1228814125061035,0,1.2517053619376384e-05,1
gaussian_noise_002_00,2,gaussian_noise,1,0.9999788999557495,0.08980017900466919,-9.759423846844584e-08,0.9661017060279846,0.9661017060279846,0.7118644118309021,0.2542372941970825,1.9556245803833008,10.778284072875977,1.7557387351989746,142.1750030517578,2.1610169410705566,1,1.0,1.0,2.3698203563690186,0,1.0,2.798305034637451,1.7548692226409912,0.9322034120559692,1.0,1.25,0,3.576279254957626e-07,1
time_shift_002_01,2,time_shift,1,0.9896410703659058,0.06093788146972656,-0.0002266283263452351,0.32203391194343567,0.9830508232116699,0.8474576473236084,0.9322034120559692,0.4646115303039551,0.0,1.6392838692383394e-12,142.0536346435547,1.6610169410705566,1,0.8779661059379578,0.8779661059379578,-1.5219420194625854,0,0.2542372941970825,1.8711864948272705,1.8077564239501953,0.9406780004501343,0.2542372941970825,0.8771186470985413,0,0.00022956382599659264,1
time_crop_002_02,2,time_crop,1,0.9998871088027954,0.09199422597885132,-1.3218524941294163e-07,0.8983050584793091,0.9491525292396545,0.3050847351551056,0.7288135886192322,0.7899255156517029,150.88893127441406,1.5217889547348022,143.28717041015625,1.6779659986495972,1,0.891525387763977,0.891525387763977,-0.6728249192237854,0,0.9491525292396545,2.267796516418457,1.960298776626587,0.9745762348175049,0.9491525292396545,1.2245762348175049,0,2.3841860752327193e-07,1
frequency_mask_002_03,2,frequency_mask,1,0.9989961981773376,0.09098649024963379,-8.901584891418679e-08,0.7118644118309021,0.8813559412956238,0.4576271176338196,0.9830508232116699,0.3942665457725525,84.46761322021484,2.0737457275390625,145.2396697998047,1.610169529914856,1,0.8508474230766296,0.8508474230766296,-1.7055528163909912,0,0.6101694703102112,1.8237289190292358,1.8082735538482666,0.9491525292396545,0.6101694703102112,1.0550847053527832,0,3.576279254957626e-07,1
channel_dropout_002_04,2,channel_dropout,1,0.9997832179069519,0.09142422676086426,-2.7870183316736075e-07,0.8305084705352783,0.23728813230991364,0.08474576473236084,0.9491525292396545,0.45149022340774536,617.0744018554688,16.259450912475586,228.81272888183594,1.0338983535766602,1,0.3898305296897888,0.3898305296897888,-1.5561906099319458,0,0.8813559412956238,1.7152541875839233,1.671645998954773,0.9237288236618042,0.8813559412956238,1.1906780004501343,0,1.1920930376163597e-07,1
mild_frequency_mixup_002_05,2,mild_frequency_mixup,1,0.9999111294746399,0.08977264165878296,-2.99024733863007e-08,0.9322034120559692,0.8644067645072937,0.49152541160583496,1.0,0.3855288326740265,75.50679016113281,0.9987723231315613,145.24264526367188,1.8559322357177734,1,0.9728813767433167,0.9728813767433167,-1.728359580039978,0,0.9152542352676392,2.4118642807006836,2.4118642807006836,1.0,0.9152542352676392,1.2076270580291748,0,2.3841860752327193e-07,1
