aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1,artifact_robust_z,extreme_artifact_outlier,content_score_v1_2,e_base_v1_2,e_total_v1_2,softsafe_weight_v1_2,content_score_v1_3,content_utility_weight_v1_3,nonfinite_content_v1_3,raw_ce_loss,aug_correctness
gaussian_noise_000_00,0,gaussian_noise,0,0.9999414682388306,0.10810357332229614,-0.0,1.0,0.4576271176338196,0.7288135886192322,0.508474588394165,1.1332025527954102,10.694053649902344,2.9245834350585938,198.02365112304688,1.9576271772384644,1,0.9728813767433167,0.9728813767433167,-0.03254106640815735,0,1.0,2.73050856590271,2.0594513416290283,0.9745762348175049,1.0,1.25,0,-0.0,1
time_shift_000_01,0,time_shift,0,0.9992167353630066,0.10567957162857056,-0.0,0.6271186470985413,0.47457626461982727,0.9322034120559692,0.9491525292396545,0.3230918347835541,0.0,1.632586101897593e-12,197.6370849609375,1.7966102361679077,1,0.891525387763977,0.891525387763977,-1.706203579902649,0,0.5423728823661804,2.1762712001800537,2.1209421157836914,0.9830508232116699,0.5423728823661804,1.0211864709854126,0,-0.0,1
time_crop_000_02,0,time_crop,0,0.9997485876083374,0.10829687118530273,-0.0,0.8305084705352783,0.5254237055778503,0.4237288236618042,0.7966101765632629,0.5995841026306152,137.97763061523438,1.580442190170288,196.2617645263672,1.51694917678833,1,0.7694915533065796,0.7694915533065796,-1.134979486465454,0,0.8305084705352783,1.988135576248169,1.7859522104263306,0.9491525292396545,0.8305084705352783,1.1652542352676392,0,-0.0,1
frequency_mask_000_03,0,frequency_mask,0,0.9998147487640381,0.10806947946548462,-0.0,0.8983050584793091,0.4406779706478119,0.5762711763381958,1.0,0.29335570335388184,27.556303024291992,1.601095199584961,198.30267333984375,1.6949151754379272,1,0.8508474230766296,0.8508474230766296,-1.7676374912261963,0,0.9152542352676392,2.3355929851531982,2.3355929851531982,1.0,0.9152542352676392,1.2076270580291748,0,-0.0,1
channel_dropout_000_04,0,channel_dropout,0,0.9998735189437866,0.11091107130050659,-0.0,0.9322034120559692,0.33898305892944336,0.06779661029577255,0.9661017060279846,0.310537189245224,651.2697143554688,16.596281051635742,257.30096435546875,1.1694915294647217,1,0.5389830470085144,0.5389830470085144,-1.7321410179138184,0,0.9491525292396545,1.898305058479309,1.8661303520202637,0.9576271176338196,0.9491525292396545,1.2245762348175049,0,-0.0,1
mild_frequency_mixup_000_05,0,mild_frequency_mixup,0,0.9997833967208862,0.10778725147247314,-0.0,0.8813559412956238,0.4067796468734741,0.35593220591545105,0.9830508232116699,0.2942015826702118,170.79054260253906,1.4448673725128174,211.23403930664062,1.4406778812408447,1,0.701694905757904,0.701694905757904,-1.7658898830413818,0,0.8644067645072937,1.9694916009902954,1.952800989151001,0.9661017060279846,0.8644067645072937,1.1822034120559692,0,-0.0,1
gaussian_noise_001_00,1,gaussian_noise,1,0.9997221231460571,0.03165310621261597,-0.11533239483833313,0.3050847351551056,0.9661017060279846,0.6271186470985413,0.22033898532390594,1.6251981258392334,14.45569896697998,2.703312635421753,109.5325927734375,1.4152542352676392,1,0.68813556432724,0.68813556432724,0.9839058518409729,0,0.35593220591545105,1.7474576234817505,1.0662453174591064,0.6779661178588867,0.35593220591545105,0.9279661178588867,0,0.5676765441894531,1
time_shift_001_01,1,time_shift,1,0.9960286617279053,0.02519392967224121,-0.22529202699661255,0.1525423675775528,0.9830508232116699,0.8474576473236084,0.7288135886192322,0.6180483102798462,0.0,3.045525637235258e-12,109.1208267211914,1.491525411605835,1,0.7423728704452515,0.7423728704452515,-1.0968331098556519,0,0.1525423675775528,1.6338982582092285,1.4123528003692627,0.8305084705352783,0.1525423675775528,0.8262711763381958,0,0.7590394616127014,0
time_crop_001_02,1,time_crop,1,0.9998247027397156,0.034637629985809326,-0.00022366084158420563,0.5593220591545105,1.0,0.49152541160583496,0.6610169410705566,0.7406323552131653,109.6173324584961,1.5620441436767578,105.4415054321289,1.5508475303649902,1,0.7830508947372437,0.7830508947372437,-0.8435783982276917,0,0.5932203531265259,1.977966070175171,1.6427175998687744,0.9152542352676392,0.5932203531265259,1.0466101169586182,0,0.24059198796749115,1
frequency_mask_001_03,1,frequency_mask,1,0.9970436692237854,0.018882930278778076,-0.9771778583526611,0.11864406615495682,0.5932203531265259,0.1525423675775528,0.8644067645072937,0.5652632117271423,556.752685546875,3.6669206619262695,193.82073974609375,0.5677965879440308,1,0.28135591745376587,0.28135591745376587,-1.205885410308838,0,0.16949152946472168,0.8559322357177734,0.7979029417037964,0.5762711763381958,0.16949152946472168,0.8347457647323608,0,1.8225488662719727,0
channel_dropout_001_04,1,channel_dropout,1,0.9922466278076172,0.001614689826965332,-3.109445571899414,0.050847455859184265,0.38983049988746643,0.08474576473236084,0.8135592937469482,0.5837865471839905,636.7835693359375,16.48310661315918,212.1162872314453,0.3305084705352783,1,0.2135593295097351,0.2135593295097351,-1.1676167249679565,0,0.06779661029577255,0.5576270818710327,0.5056449174880981,0.5338982939720154,0.06779661029577255,0.7838982939720154,0,4.548119068145752,0
mild_frequency_mixup_001_05,1,mild_frequency_mixup,1,0.9994298815727234,0.028669536113739014,-0.2712813913822174,0.22033898532390594,0.9491525292396545,0.3050847351551056,0.7627118825912476,0.6098065376281738,211.4744110107422,2.489021062850952,113.10853576660156,1.0,1,0.37627118825912476,0.37627118825912476,-1.1138602495193481,0,0.2542372941970825,1.2677966356277466,1.117380142211914,0.7118644118309021,0.2542372941970825,0.8771186470985413,0,0.8325198292732239,0
gaussian_noise_002_00,2,gaussian_noise,0,0.9998762607574463,-0.05732923746109009,-3.8124839193187654e-05,0.4067796468734741,0.2881355881690979,0.7796609997749329,0.0,5.486204624176025,11.347786903381348,1.088598370552063,332.5064697265625,1.3305084705352783,0,0.6203389763832092,0.0,8.960620880126953,1,0.33898305892944336,1.6627118587493896,0.8313559293746948,0.0,0.33898305892944336,0.9194915294647217,0,8.188450813293457,0
